conservation-area,documentation-url,end-date,entry-date,geometry,name,organisation,start-date,slug
inspire_conservationarea.ZZZZZZIXXT969,,,2020-12-02,"MULTIPOLYGON (((-2.901530 53.488537,-2.901497 53.488648,-2.901823 53.488614,-2.901936 53.488920,-2.902049 53.488906,-2.902117 53.489133,-2.902551 53.489093,-2.902659 53.489420,-2.902739 53.489277,-2.902942 53.489120,-2.904791 53.489634,-2.905116 53.489242,-2.904178 53.488968,-2.904570 53.488467,-2.903675 53.488203,-2.903645 53.488238,-2.903304 53.488132,-2.903300 53.488227,-2.902618 53.488218,-2.902707 53.487808,-2.901695 53.487746,-2.901574 53.488201,-2.901609 53.488298,-2.901530 53.488537)))",North Park Road Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT969
inspire_conservationarea.ZZZZZZIXXT968,,,2020-12-02,"MULTIPOLYGON (((-2.903166 53.486516,-2.902967 53.487027,-2.904946 53.487639,-2.905804 53.486687,-2.904227 53.486207,-2.904256 53.486190,-2.904204 53.486137,-2.903207 53.486434,-2.903166 53.486516)))",South Park Road Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT968
inspire_conservationarea.ZZZZZZIXXT967,,,2020-12-02,"MULTIPOLYGON (((-2.907508 53.474421,-2.907087 53.474120,-2.906929 53.473967,-2.906591 53.473284,-2.906539 53.473063,-2.906709 53.472879,-2.906620 53.472775,-2.906760 53.472515,-2.906642 53.472295,-2.906429 53.472265,-2.904698 53.472607,-2.905052 53.472787,-2.905979 53.473033,-2.906060 53.473766,-2.905148 53.474626,-2.904699 53.474436,-2.904313 53.474774,-2.905478 53.474825,-2.905668 53.474760,-2.906031 53.474901,-2.906259 53.474713,-2.906810 53.474962,-2.907508 53.474421)))",Ingoe Lane Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT967
inspire_conservationarea.ZZZZZZIXXT966,,,2020-12-02,"MULTIPOLYGON (((-2.890509 53.484210,-2.890664 53.484452,-2.890714 53.484438,-2.890921 53.484767,-2.895288 53.484357,-2.896385 53.484562,-2.896494 53.484417,-2.895262 53.484067,-2.894803 53.483902,-2.894107 53.483554,-2.892892 53.482848,-2.892758 53.482818,-2.891940 53.482865,-2.891191 53.483152,-2.890533 53.483364,-2.891009 53.483477,-2.891039 53.484216,-2.890509 53.484210)))",Old Hall Lane Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT966
inspire_conservationarea.ZZZZZZIXXT965,,,2020-12-02,"MULTIPOLYGON (((-2.881842 53.466578,-2.884118 53.467308,-2.884279 53.467444,-2.885532 53.467913,-2.885588 53.467968,-2.886523 53.468065,-2.886580 53.467879,-2.886128 53.467821,-2.886344 53.467449,-2.886263 53.467386,-2.885951 53.467276,-2.885637 53.467231,-2.885444 53.467129,-2.884943 53.467117,-2.884515 53.467015,-2.884436 53.467146,-2.884304 53.467120,-2.883125 53.466703,-2.880617 53.465899,-2.880244 53.465985,-2.880143 53.466055,-2.881842 53.466578)))",Ribblers Lane Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT965
inspire_conservationarea.ZZZZZZIXXT964,,,2020-12-02,"MULTIPOLYGON (((-2.856227 53.448863,-2.856082 53.448294,-2.855442 53.448305,-2.855434 53.448430,-2.855253 53.449042,-2.853977 53.449387,-2.853088 53.449577,-2.853419 53.450062,-2.854663 53.449670,-2.854601 53.449849,-2.854571 53.449845,-2.854536 53.449929,-2.854501 53.450063,-2.854532 53.450065,-2.854066 53.451504,-2.854715 53.451583,-2.854394 53.452598,-2.853935 53.452526,-2.853747 53.452610,-2.853687 53.452749,-2.852696 53.452611,-2.852588 53.452968,-2.852462 53.452954,-2.852454 53.453178,-2.851201 53.453732,-2.850322 53.453632,-2.850615 53.453886,-2.851211 53.454585,-2.851579 53.455165,-2.852069 53.456133,-2.851230 53.456299,-2.851401 53.457093,-2.851457 53.457097,-2.851589 53.457756,-2.849659 53.457850,-2.849484 53.457512,-2.849015 53.457643,-2.848935 53.457437,-2.848958 53.457213,-2.848466 53.457166,-2.847652 53.456986,-2.846935 53.456866,-2.846866 53.456894,-2.846092 53.456755,-2.847008 53.458332,-2.847082 53.458355,-2.851792 53.457999,-2.852388 53.457946,-2.852701 53.457890,-2.852808 53.457830,-2.853606 53.457964,-2.853640 53.457888,-2.855523 53.458196,-2.855665 53.457869,-2.855408 53.457814,-2.855624 53.457406,-2.855186 53.457324,-2.855077 53.457264,-2.854847 53.457220,-2.854863 53.457048,-2.854598 53.457033,-2.854249 53.457097,-2.853704 53.456801,-2.853941 53.456071,-2.853503 53.456024,-2.853875 53.454762,-2.854313 53.454799,-2.854403 53.454554,-2.855333 53.453902,-2.855891 53.453335,-2.857699 53.452129,-2.858631 53.451836,-2.858549 53.451800,-2.858324 53.451781,-2.857725 53.451823,-2.857476 53.451823,-2.857423 53.451790,-2.857363 53.451242,-2.856898 53.450377,-2.857169 53.450328,-2.857208 53.450260,-2.857208 53.450144,-2.857465 53.450136,-2.857454 53.450001,-2.857587 53.449998,-2.857561 53.449366,-2.857382 53.449379,-2.857300 53.448772,-2.856227 53.448863)))",Knowsley Village Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT964
inspire_conservationarea.ZZZZZZIXXT962,,,2020-12-02,"MULTIPOLYGON (((-2.839428 53.413378,-2.838998 53.413685,-2.837710 53.414446,-2.838594 53.414991,-2.839108 53.414667,-2.839676 53.414963,-2.839958 53.414801,-2.840114 53.415482,-2.840893 53.415382,-2.840579 53.414384,-2.840958 53.414340,-2.840986 53.414419,-2.841186 53.414397,-2.841268 53.414651,-2.842370 53.414531,-2.842157 53.413932,-2.841985 53.413987,-2.841436 53.413534,-2.841749 53.413392,-2.841358 53.413075,-2.841219 53.413141,-2.840579 53.412647,-2.839722 53.413135,-2.839428 53.413378)))",Huyton Church Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT962
inspire_conservationarea.ZZZZZZIXXT961,,,2020-12-02,"MULTIPOLYGON (((-2.855314 53.407891,-2.855199 53.407902,-2.855251 53.408247,-2.855237 53.408399,-2.855131 53.408652,-2.854638 53.408583,-2.853998 53.408548,-2.853686 53.408572,-2.853689 53.408608,-2.852897 53.408614,-2.852883 53.408471,-2.851306 53.408501,-2.851310 53.409059,-2.851761 53.409059,-2.851941 53.409098,-2.851849 53.409468,-2.852716 53.409401,-2.852752 53.409597,-2.854249 53.409446,-2.854257 53.409404,-2.854767 53.409338,-2.854708 53.409896,-2.856705 53.409978,-2.856781 53.409239,-2.856881 53.409152,-2.858888 53.409010,-2.860428 53.408998,-2.860026 53.407491,-2.858874 53.407701,-2.858532 53.407897,-2.858177 53.408016,-2.858008 53.408264,-2.857339 53.408302,-2.857219 53.407934,-2.857073 53.407771,-2.856942 53.407700,-2.856054 53.407836,-2.855314 53.407891)))",Roby Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT961
inspire_conservationarea.ZZZZZZIXXT960,,,2020-12-02,"MULTIPOLYGON (((-2.838663 53.409593,-2.839962 53.409551,-2.843657 53.409510,-2.843717 53.409365,-2.843916 53.409229,-2.843758 53.409221,-2.843838 53.409174,-2.843492 53.408797,-2.843877 53.408693,-2.844191 53.408054,-2.844161 53.408004,-2.844118 53.407996,-2.839944 53.407415,-2.839835 53.407826,-2.839786 53.407820,-2.839629 53.407925,-2.839433 53.407885,-2.838960 53.408362,-2.838864 53.408587,-2.839104 53.408576,-2.838909 53.408999,-2.838763 53.409005,-2.838752 53.409089,-2.838535 53.409592,-2.838663 53.409593)))",The Orchard Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT960
inspire_conservationarea.ZZZZZZIXXT959,,,2020-12-02,"MULTIPOLYGON (((-2.835202 53.410375,-2.834835 53.410733,-2.834633 53.410850,-2.834217 53.410956,-2.832674 53.411243,-2.832958 53.411751,-2.833267 53.412150,-2.835366 53.413165,-2.836044 53.412419,-2.836077 53.412425,-2.836762 53.411611,-2.837778 53.410740,-2.837834 53.410615,-2.837772 53.410499,-2.837667 53.410445,-2.835471 53.410084,-2.835202 53.410375)))",Victoria Road Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT959
inspire_conservationarea.ZZZZZZIXXT958,,,2020-12-02,"MULTIPOLYGON (((-2.813607 53.384108,-2.813558 53.384152,-2.813949 53.384420,-2.814468 53.384163,-2.814212 53.384030,-2.814085 53.383895,-2.814019 53.383737,-2.814874 53.382640,-2.814441 53.382513,-2.814117 53.382842,-2.813010 53.382727,-2.812146 53.382584,-2.812426 53.382148,-2.811120 53.381881,-2.810964 53.382223,-2.810654 53.382770,-2.811753 53.383173,-2.812247 53.383296,-2.812067 53.383547,-2.813704 53.384016,-2.813607 53.384108)))",Tarbock Village Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT958
inspire_conservationarea.ZZZZZZIXXT957,,,2020-12-02,"MULTIPOLYGON (((-2.807340 53.382025,-2.807379 53.381941,-2.808019 53.382075,-2.808346 53.381754,-2.808796 53.381381,-2.808833 53.381313,-2.808874 53.381020,-2.808975 53.380847,-2.808176 53.380695,-2.808010 53.380979,-2.808179 53.381003,-2.808085 53.381203,-2.808255 53.381361,-2.808223 53.381509,-2.808126 53.381638,-2.807236 53.381610,-2.806929 53.381060,-2.806615 53.380834,-2.805444 53.383301,-2.805424 53.383350,-2.805452 53.383434,-2.805220 53.383625,-2.806250 53.383806,-2.806273 53.383762,-2.806411 53.383792,-2.807340 53.382025)))",Tarbock Green Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT957
inspire_conservationarea.ZZZZZZIXXT956,,,2020-12-02,"MULTIPOLYGON (((-2.762834 53.392446,-2.763486 53.392445,-2.763994 53.392520,-2.763938 53.392922,-2.763866 53.393009,-2.763871 53.393091,-2.764812 53.393072,-2.764890 53.392561,-2.764494 53.392622,-2.764537 53.392284,-2.764025 53.392264,-2.764034 53.392190,-2.763466 53.392162,-2.763426 53.392352,-2.762510 53.392419,-2.762353 53.392387,-2.762402 53.392259,-2.762381 53.392125,-2.762494 53.391844,-2.762200 53.391858,-2.761932 53.392302,-2.761594 53.392351,-2.761447 53.392410,-2.761177 53.392632,-2.761429 53.392765,-2.760527 53.393035,-2.760259 53.393241,-2.761127 53.393386,-2.761017 53.393606,-2.761739 53.393734,-2.762120 53.393104,-2.762214 53.393060,-2.762588 53.393079,-2.762673 53.392830,-2.762464 53.392793,-2.762606 53.392479,-2.762834 53.392446)))",Town End Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT956
inspire_conservationarea.ZZZZZZIXXT955,,,2020-12-02,"MULTIPOLYGON (((-2.825745 53.368582,-2.825496 53.368839,-2.825353 53.368791,-2.825021 53.369113,-2.825427 53.369271,-2.825542 53.369346,-2.826150 53.368965,-2.826499 53.369197,-2.826714 53.369071,-2.826996 53.369249,-2.826715 53.369412,-2.827120 53.369662,-2.826615 53.369962,-2.827320 53.370411,-2.828774 53.369649,-2.828877 53.369735,-2.829366 53.369542,-2.827340 53.368321,-2.826802 53.368774,-2.826553 53.368739,-2.825827 53.368500,-2.825745 53.368582)))",Halewood Village Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-ZZZZZZIXXT955
inspire_conservationarea.J7LJK9IXVA000,,,2020-12-02,"MULTIPOLYGON (((-2.809236 53.428037,-2.809089 53.427829,-2.808124 53.427254,-2.807541 53.427020,-2.807114 53.426890,-2.807220 53.426173,-2.806675 53.426006,-2.806350 53.426670,-2.805746 53.426514,-2.805753 53.426399,-2.805509 53.426409,-2.804933 53.426501,-2.805157 53.427488,-2.804229 53.427454,-2.804245 53.427774,-2.803867 53.427802,-2.804125 53.428436,-2.804279 53.428654,-2.804287 53.428681,-2.804252 53.428693,-2.804272 53.428714,-2.803650 53.428915,-2.803610 53.428823,-2.803523 53.428836,-2.803568 53.428942,-2.802888 53.429151,-2.802807 53.429009,-2.802423 53.429067,-2.801767 53.429244,-2.801788 53.429450,-2.802566 53.429239,-2.802746 53.429450,-2.802688 53.429550,-2.801348 53.429734,-2.800644 53.429710,-2.800540 53.429885,-2.800536 53.429952,-2.800659 53.430021,-2.801201 53.430143,-2.802389 53.430311,-2.802756 53.430583,-2.802921 53.430594,-2.804187 53.430425,-2.804248 53.430375,-2.804842 53.430373,-2.804945 53.430504,-2.805020 53.430524,-2.805122 53.430780,-2.805516 53.431031,-2.805539 53.431087,-2.805602 53.431115,-2.806128 53.431104,-2.807098 53.430985,-2.807289 53.430884,-2.807166 53.430753,-2.807121 53.430394,-2.807126 53.429907,-2.807317 53.429920,-2.807346 53.429813,-2.807801 53.429847,-2.807878 53.429623,-2.808367 53.429652,-2.809075 53.429596,-2.809174 53.430184,-2.809490 53.430076,-2.809855 53.430018,-2.809761 53.429538,-2.810871 53.429452,-2.811081 53.429558,-2.811512 53.429558,-2.811542 53.429502,-2.811849 53.429490,-2.812761 53.429312,-2.812522 53.428950,-2.812440 53.428890,-2.811822 53.429035,-2.811416 53.429180,-2.811266 53.428907,-2.810189 53.428894,-2.810132 53.428489,-2.809672 53.428484,-2.809236 53.428037)))",Prescot Town Centre Conservation Area,local-authority-eng:KWL,,conservation-area/local-authority-eng/KWL/inspire-conservationarea-J7LJK9IXVA000
