categories,documentation-url,end-date,entry-date,geography,geometry,legislation,name,notes,organisation,point,reference,start-date,slug
,,,2021-06-10,conservation-area:22,"MULTIPOLYGON (((1.617779 52.181728,1.617761 52.181698,1.618406 52.181458,1.617748 52.180621,1.617655 52.180556,1.616758 52.179507,1.616701 52.179497,1.615803 52.178480,1.615447 52.178613,1.615243 52.178413,1.614159 52.178712,1.613824 52.178290,1.613728 52.178316,1.612832 52.177209,1.611066 52.176701,1.610164 52.176628,1.609949 52.176558,1.609186 52.176965,1.608665 52.177192,1.608326 52.177484,1.608149 52.177582,1.606886 52.177733,1.606129 52.177857,1.605596 52.177966,1.605184 52.178101,1.604468 52.178560,1.604365 52.178680,1.604290 52.178837,1.604197 52.178822,1.603729 52.178924,1.603502 52.179028,1.603403 52.179140,1.603382 52.179248,1.603298 52.179363,1.602864 52.179620,1.602616 52.179917,1.602483 52.180162,1.602387 52.180259,1.602259 52.180318,1.602052 52.180344,1.601641 52.180319,1.600725 52.179917,1.600571 52.179888,1.600467 52.179910,1.600343 52.180038,1.600064 52.181417,1.600013 52.181483,1.599935 52.181520,1.600067 52.181618,1.600466 52.181602,1.600902 52.181690,1.601583 52.181946,1.602556 52.182395,1.603009 52.182487,1.603393 52.182523,1.603560 52.182507,1.604672 52.182185,1.605989 52.181928,1.606344 52.181927,1.606876 52.182007,1.608862 52.181697,1.609107 52.182152,1.611164 52.181942,1.611143 52.181920,1.611774 52.181843,1.612144 52.181987,1.612289 52.182006,1.612716 52.181934,1.612696 52.181852,1.612709 52.181888,1.612918 52.181861,1.613085 52.182045,1.613226 52.182004,1.613437 52.182292,1.613796 52.182171,1.614145 52.182558,1.614160 52.182655,1.614115 52.182714,1.614134 52.182737,1.615194 52.182376,1.615443 52.182677,1.615805 52.182550,1.616057 52.182772,1.616195 52.182648,1.616184 52.182601,1.616335 52.182379,1.616437 52.182410,1.616523 52.182727,1.616492 52.182748,1.616595 52.182813,1.616705 52.182776,1.616887 52.182908,1.616962 52.182929,1.617192 52.182857,1.617391 52.182682,1.617881 52.182414,1.618008 52.182538,1.618480 52.182231,1.618083 52.181946,1.618036 52.181865,1.617779 52.181728)))",,Thorpeness,,,,22,,
,,,2021-06-10,conservation-area:23,"MULTIPOLYGON (((1.353056 51.963504,1.353506 51.964813,1.352875 51.964960,1.353056 51.965460,1.352995 51.965475,1.353202 51.965810,1.356647 51.964983,1.356678 51.965034,1.357272 51.964897,1.357458 51.965289,1.358168 51.965525,1.358863 51.965836,1.359012 51.965809,1.359137 51.966018,1.359273 51.966167,1.359389 51.966191,1.359662 51.966174,1.360133 51.966082,1.359658 51.964965,1.360448 51.964831,1.360276 51.964442,1.360643 51.964066,1.361579 51.964392,1.361648 51.964399,1.361748 51.964263,1.362186 51.965296,1.363555 51.964855,1.364389 51.964496,1.364542 51.964495,1.364766 51.964444,1.365210 51.964269,1.366455 51.965551,1.366626 51.965592,1.366962 51.965906,1.366741 51.966214,1.367560 51.966394,1.368402 51.966625,1.370421 51.967012,1.371946 51.966427,1.371207 51.965755,1.370885 51.965503,1.370895 51.965478,1.370856 51.965445,1.370919 51.965417,1.370357 51.964905,1.370385 51.964893,1.370075 51.964651,1.369668 51.964386,1.368810 51.963994,1.368482 51.963900,1.367725 51.963786,1.367315 51.963808,1.366980 51.963707,1.363537 51.963073,1.362978 51.962893,1.361011 51.962073,1.360608 51.961957,1.358317 51.961334,1.356177 51.960947,1.353489 51.960320,1.348282 51.958943,1.347815 51.958791,1.347255 51.958555,1.346761 51.959276,1.346424 51.959181,1.346323 51.959313,1.346252 51.959516,1.346274 51.959537,1.346169 51.959785,1.346155 51.960132,1.343706 51.959815,1.343395 51.960727,1.343384 51.960766,1.344642 51.960900,1.344510 51.961272,1.345046 51.961371,1.345098 51.961318,1.345309 51.961334,1.345315 51.962285,1.346418 51.962242,1.346390 51.962049,1.347070 51.962006,1.346987 51.961143,1.347674 51.961263,1.348218 51.961297,1.348151 51.961622,1.348594 51.961623,1.348621 51.961796,1.348573 51.961799,1.348594 51.961933,1.348641 51.961930,1.348777 51.962690,1.349207 51.962724,1.349028 51.961625,1.349139 51.961155,1.350569 51.961443,1.350555 51.963158,1.350489 51.963407,1.351072 51.963717,1.351539 51.964060,1.351956 51.964487,1.352203 51.964953,1.351767 51.963675,1.353039 51.963464,1.353056 51.963504)))",,Felixstowe,,,,23,,
,,,2021-06-10,conservation-area:24,"MULTIPOLYGON (((1.344535 52.219229,1.344442 52.219217,1.344324 52.219290,1.343400 52.220005,1.342600 52.219797,1.342381 52.219679,1.341635 52.219617,1.341705 52.219852,1.340995 52.219919,1.340553 52.220002,1.340553 52.220075,1.340461 52.220120,1.340662 52.220418,1.341223 52.220403,1.341191 52.220821,1.340994 52.220808,1.340960 52.221021,1.341253 52.221043,1.341218 52.221247,1.341129 52.221392,1.341164 52.221408,1.341115 52.221478,1.340115 52.221482,1.340041 52.221906,1.340149 52.221910,1.340111 52.222091,1.340268 52.222196,1.339975 52.222796,1.340501 52.222911,1.340282 52.223330,1.340219 52.223582,1.340245 52.223797,1.340403 52.224145,1.339643 52.224300,1.339508 52.224028,1.339221 52.224109,1.339163 52.224333,1.339055 52.224492,1.337691 52.224599,1.337922 52.225648,1.337934 52.226068,1.337896 52.226177,1.337697 52.226159,1.337537 52.226392,1.337342 52.226581,1.337005 52.226764,1.337009 52.226803,1.337600 52.226840,1.337377 52.227153,1.337093 52.227420,1.337969 52.227384,1.338026 52.227913,1.338267 52.228063,1.338335 52.228022,1.338393 52.228057,1.338357 52.228081,1.338384 52.228096,1.338416 52.228075,1.338514 52.228130,1.340415 52.228328,1.340309 52.228185,1.340443 52.228175,1.340494 52.228129,1.340579 52.227265,1.342422 52.227349,1.344574 52.228269,1.344553 52.228072,1.344465 52.227988,1.344474 52.227966,1.344845 52.228063,1.344986 52.227674,1.345088 52.227488,1.345868 52.226487,1.346308 52.226503,1.346263 52.226434,1.346314 52.225806,1.346435 52.225663,1.346411 52.225500,1.346438 52.225429,1.347375 52.225358,1.347886 52.225247,1.348906 52.224901,1.349833 52.224730,1.349623 52.223923,1.349310 52.223932,1.349118 52.223537,1.349022 52.223426,1.348987 52.223429,1.348809 52.223273,1.348586 52.223138,1.348249 52.222967,1.348157 52.222858,1.348126 52.222554,1.348813 52.222503,1.348915 52.222543,1.349010 52.222460,1.348920 52.222292,1.348712 52.222343,1.348670 52.222209,1.348641 52.222160,1.348612 52.222166,1.348390 52.221782,1.348186 52.221772,1.348020 52.221801,1.347828 52.221578,1.347565 52.221408,1.346028 52.221138,1.345087 52.221156,1.345102 52.221005,1.344587 52.220946,1.344485 52.220625,1.344448 52.219900,1.344349 52.219893,1.344421 52.219469,1.344535 52.219229)))",,Framlingham,,,,24,,
,,,2021-06-10,conservation-area:25,"MULTIPOLYGON (((1.508481 52.263405,1.508383 52.263165,1.506872 52.263649,1.505595 52.263986,1.503864 52.264357,1.502200 52.264669,1.499939 52.265201,1.499627 52.265303,1.498544 52.265860,1.499053 52.266334,1.499442 52.266790,1.499143 52.266898,1.499781 52.267554,1.499524 52.267949,1.500716 52.268528,1.500693 52.268561,1.500498 52.268584,1.500436 52.268626,1.500401 52.268683,1.500415 52.268744,1.500504 52.268797,1.500595 52.268820,1.500767 52.268618,1.501817 52.268932,1.501096 52.270737,1.501197 52.270847,1.500648 52.271274,1.500788 52.271417,1.500726 52.271430,1.500945 52.271581,1.500586 52.271709,1.500757 52.271955,1.500874 52.271951,1.501802 52.271612,1.502791 52.270964,1.504511 52.270308,1.505097 52.270672,1.505361 52.270456,1.505510 52.270526,1.505690 52.270445,1.506245 52.270342,1.506291 52.270291,1.506287 52.270178,1.506372 52.270078,1.506408 52.269885,1.506577 52.269587,1.506878 52.269414,1.507631 52.268831,1.510264 52.270062,1.511529 52.269345,1.511690 52.269295,1.511543 52.269945,1.511648 52.270161,1.512231 52.270078,1.512473 52.270098,1.513917 52.272157,1.514245 52.272083,1.515147 52.272691,1.515264 52.272648,1.515272 52.272413,1.514596 52.272008,1.514395 52.271819,1.513855 52.271453,1.513320 52.270721,1.513520 52.270747,1.513804 52.270895,1.514303 52.270680,1.514655 52.271220,1.515901 52.270984,1.517136 52.270939,1.517535 52.270726,1.518220 52.270497,1.519307 52.270004,1.519349 52.269830,1.518401 52.268834,1.517217 52.268212,1.516531 52.268007,1.516001 52.267668,1.515644 52.267332,1.515356 52.266598,1.515564 52.266064,1.515398 52.265620,1.515196 52.265275,1.514283 52.264560,1.514227 52.264437,1.514230 52.264320,1.514271 52.264256,1.514496 52.264059,1.514473 52.263955,1.515608 52.263673,1.517346 52.263181,1.517585 52.263078,1.518165 52.262748,1.519842 52.262319,1.520919 52.261989,1.520634 52.261266,1.519977 52.260062,1.519755 52.259402,1.519406 52.258548,1.519148 52.258002,1.518569 52.256956,1.518545 52.256802,1.518021 52.257098,1.517654 52.256883,1.516721 52.257429,1.516073 52.257548,1.515234 52.257765,1.514193 52.257181,1.514169 52.257081,1.513142 52.257238,1.512975 52.257701,1.509824 52.258003,1.509886 52.258477,1.510052 52.259172,1.510166 52.259458,1.510383 52.259831,1.508876 52.260307,1.508891 52.260348,1.508524 52.260450,1.508503 52.260488,1.508631 52.260620,1.510308 52.261736,1.511064 52.262295,1.511387 52.262495,1.511517 52.262666,1.512961 52.263854,1.512743 52.263919,1.512649 52.263867,1.512498 52.263856,1.512223 52.263908,1.512066 52.263978,1.511937 52.264121,1.511680 52.264230,1.511327 52.264321,1.511293 52.264188,1.510632 52.264093,1.509919 52.263288,1.509579 52.263429,1.508595 52.262479,1.508104 52.262727,1.508405 52.263079,1.508569 52.263224,1.508912 52.263414,1.510221 52.264485,1.510386 52.264589,1.510244 52.264670,1.510316 52.264756,1.509955 52.264820,1.509874 52.264890,1.510040 52.265231,1.509590 52.265393,1.509918 52.265722,1.509358 52.266101,1.508993 52.265897,1.508744 52.266044,1.508880 52.266146,1.508701 52.266232,1.508639 52.266185,1.508123 52.266410,1.507823 52.266103,1.507652 52.265827,1.506986 52.265967,1.508266 52.263937,1.508455 52.263532,1.508481 52.263405)))",,Yoxford,,,,25,,
,,,2021-06-10,conservation-area:26,"MULTIPOLYGON (((1.577899 52.263246,1.577780 52.263216,1.577493 52.263320,1.577172 52.262955,1.576814 52.262985,1.576811 52.263026,1.576716 52.263030,1.576480 52.262975,1.576372 52.263022,1.576154 52.262944,1.575657 52.262760,1.575729 52.262731,1.575798 52.262600,1.575781 52.262446,1.575733 52.262381,1.575295 52.262292,1.574936 52.263300,1.574846 52.263640,1.574321 52.263574,1.574197 52.263634,1.574215 52.263864,1.573711 52.263841,1.573711 52.263796,1.572888 52.263822,1.572875 52.264169,1.572283 52.264152,1.571703 52.264289,1.571658 52.264189,1.567535 52.264307,1.567537 52.264380,1.568736 52.264399,1.569449 52.264575,1.569540 52.264629,1.569567 52.264874,1.569583 52.265811,1.570362 52.265812,1.570368 52.265927,1.570842 52.266059,1.571001 52.266040,1.571206 52.265912,1.571295 52.265961,1.571640 52.265740,1.571730 52.265522,1.571747 52.265350,1.571695 52.265093,1.572781 52.264970,1.572977 52.265705,1.573269 52.265664,1.573626 52.267234,1.573877 52.267210,1.573938 52.267415,1.574374 52.267412,1.574455 52.267229,1.574519 52.267231,1.574576 52.267112,1.575655 52.267139,1.575649 52.267100,1.576345 52.267024,1.576616 52.267047,1.576647 52.267134,1.576701 52.267167,1.577124 52.267187,1.577135 52.267303,1.578002 52.267226,1.578055 52.267273,1.578077 52.267436,1.578307 52.267743,1.578477 52.267902,1.578718 52.267644,1.579020 52.267753,1.578988 52.267790,1.579257 52.267888,1.579344 52.267857,1.579693 52.267549,1.579855 52.267350,1.580277 52.267351,1.580419 52.267054,1.579844 52.266935,1.579940 52.266845,1.578968 52.266476,1.579021 52.266417,1.577984 52.266002,1.577891 52.266059,1.577300 52.265845,1.576725 52.265539,1.577008 52.265310,1.576323 52.265052,1.576490 52.264948,1.577016 52.264397,1.577221 52.264269,1.577904 52.264492,1.577726 52.264652,1.578284 52.264960,1.578056 52.265109,1.578254 52.265207,1.578433 52.265124,1.578473 52.265143,1.578550 52.265083,1.578652 52.265128,1.578680 52.264968,1.578658 52.264882,1.578303 52.264717,1.577959 52.264510,1.578608 52.263879,1.578749 52.263698,1.578811 52.263556,1.578659 52.263449,1.577899 52.263246)))",,Westleton,,,,26,,
,,,2021-06-10,conservation-area:27,"MULTIPOLYGON (((1.425240 52.318741,1.426369 52.318133,1.427200 52.317944,1.427961 52.317610,1.429431 52.316179,1.429611 52.316105,1.429357 52.315785,1.427476 52.316063,1.426130 52.316430,1.425799 52.315992,1.423937 52.316585,1.423888 52.316658,1.423910 52.316726,1.424137 52.316877,1.424138 52.316919,1.424056 52.316989,1.423579 52.317108,1.423656 52.317136,1.424201 52.317609,1.424670 52.318199,1.424819 52.318332,1.424958 52.318396,1.425189 52.318760,1.425240 52.318741)))",,Huntingfield,,,,27,,
,,,2021-06-10,conservation-area:28,"MULTIPOLYGON (((1.550992 52.272329,1.551024 52.272333,1.551136 52.272209,1.552566 52.272451,1.552723 52.272524,1.552790 52.272442,1.552990 52.271962,1.553158 52.271975,1.553287 52.271692,1.553292 52.271278,1.551756 52.271036,1.551732 52.270965,1.551629 52.271001,1.550861 52.270864,1.550870 52.270843,1.550252 52.270707,1.550025 52.270989,1.549352 52.270891,1.548576 52.270554,1.547625 52.270049,1.547418 52.270006,1.547014 52.270016,1.546751 52.269864,1.546009 52.270737,1.543955 52.272455,1.543896 52.272448,1.543729 52.272544,1.543523 52.272709,1.543482 52.272776,1.543055 52.273103,1.543376 52.273305,1.543514 52.273110,1.544263 52.273354,1.544418 52.273326,1.544772 52.273440,1.544516 52.273789,1.545231 52.273986,1.544753 52.274622,1.544781 52.274661,1.545386 52.274463,1.545467 52.274603,1.546809 52.274624,1.547465 52.274688,1.547755 52.274756,1.547749 52.274619,1.548173 52.273988,1.549348 52.274494,1.549509 52.274525,1.549732 52.274518,1.549939 52.274444,1.550042 52.274371,1.550596 52.273836,1.550786 52.273535,1.550906 52.273182,1.550921 52.272647,1.550867 52.272532,1.550992 52.272329)))",,Darsham,,,,28,,
,,,2021-06-10,conservation-area:29,"MULTIPOLYGON (((1.250957 52.112053,1.250837 52.112439,1.250735 52.112609,1.250732 52.112664,1.250580 52.112733,1.250660 52.112861,1.249435 52.113242,1.248951 52.113205,1.248264 52.113024,1.247413 52.112666,1.247762 52.112170,1.248072 52.111822,1.247691 52.111696,1.247430 52.111983,1.247174 52.111896,1.247089 52.111981,1.246708 52.111874,1.246511 52.112086,1.245876 52.111855,1.246337 52.111386,1.245885 52.111553,1.245590 52.111226,1.246039 52.110909,1.245282 52.110653,1.245300 52.110630,1.245269 52.110621,1.245653 52.110144,1.245478 52.110085,1.245212 52.110332,1.244841 52.109943,1.244221 52.110184,1.243869 52.109678,1.243773 52.109482,1.243724 52.108783,1.242743 52.108836,1.242938 52.109605,1.243150 52.109576,1.243396 52.110463,1.243639 52.110421,1.243735 52.110643,1.243838 52.111547,1.243641 52.111484,1.243437 52.111508,1.243390 52.111528,1.243224 52.111795,1.243471 52.111840,1.243817 52.112002,1.243989 52.112016,1.244219 52.112125,1.244145 52.112248,1.244148 52.112470,1.244123 52.112531,1.243881 52.112779,1.244115 52.112847,1.243885 52.113048,1.244083 52.113181,1.244554 52.112937,1.245435 52.113293,1.245263 52.113453,1.245940 52.113754,1.246458 52.114027,1.246954 52.113707,1.247870 52.114171,1.248151 52.113966,1.249316 52.114530,1.249465 52.114652,1.250178 52.114731,1.251494 52.115045,1.251452 52.115187,1.251504 52.115246,1.251296 52.115415,1.251297 52.115571,1.251115 52.115796,1.251051 52.115961,1.251136 52.116096,1.252113 52.116174,1.252221 52.115813,1.252886 52.115796,1.252929 52.115517,1.253167 52.115318,1.253196 52.115257,1.253183 52.115170,1.253520 52.114971,1.253868 52.114831,1.254264 52.114736,1.254807 52.114527,1.255418 52.114228,1.255657 52.114397,1.255828 52.114347,1.255924 52.114261,1.255701 52.113840,1.257792 52.113451,1.258275 52.113285,1.258036 52.112964,1.257831 52.113006,1.257810 52.112971,1.257842 52.112886,1.258010 52.112716,1.257891 52.112527,1.257415 52.112054,1.256654 52.112067,1.256639 52.112041,1.256262 52.112081,1.255880 52.110988,1.255823 52.110895,1.255376 52.111101,1.254539 52.111253,1.254518 52.111303,1.253901 52.111317,1.253150 52.111004,1.253163 52.110744,1.252997 52.110570,1.253067 52.110302,1.252767 52.110240,1.252618 52.110530,1.252756 52.110561,1.252604 52.110801,1.252577 52.110795,1.252231 52.111381,1.252237 52.111468,1.251213 52.112163,1.250957 52.112053)))",,Grundisburgh,,,,29,,
,,,2021-06-10,conservation-area:30,"MULTIPOLYGON (((1.196462 52.090991,1.196270 52.091278,1.196928 52.091484,1.197059 52.091374,1.197483 52.091551,1.197425 52.091606,1.198336 52.091947,1.197694 52.092534,1.197567 52.092583,1.198932 52.092988,1.198841 52.093177,1.199847 52.093481,1.199665 52.093702,1.200398 52.093986,1.200837 52.093705,1.201098 52.093646,1.201247 52.093641,1.201699 52.093757,1.201810 52.093717,1.202952 52.094000,1.203174 52.093659,1.203276 52.093716,1.203436 52.093730,1.204098 52.093711,1.205275 52.093779,1.205512 52.093735,1.205220 52.093622,1.203209 52.093386,1.203113 52.093211,1.203031 52.093132,1.202593 52.092927,1.202558 52.092151,1.201955 52.092086,1.201973 52.092011,1.201925 52.091939,1.201468 52.091793,1.201265 52.091760,1.201390 52.091519,1.201076 52.091461,1.201225 52.091309,1.201614 52.091180,1.201784 52.091072,1.202156 52.090754,1.201400 52.090555,1.200985 52.090550,1.200801 52.090636,1.200329 52.090395,1.200144 52.090520,1.200060 52.090515,1.199795 52.090409,1.199682 52.090543,1.198737 52.090048,1.198906 52.089797,1.198022 52.089562,1.198118 52.089468,1.198210 52.089309,1.197362 52.089094,1.197059 52.089611,1.197408 52.089741,1.197463 52.089801,1.197481 52.089920,1.196996 52.090514,1.196819 52.090588,1.196876 52.090650,1.196967 52.090675,1.196729 52.090864,1.196515 52.090887,1.196115 52.090814,1.196063 52.090899,1.196462 52.090991)))",,Tuddenham St Martin,,,,30,,
,,,2021-06-10,conservation-area:31,"MULTIPOLYGON (((1.517963 52.311010,1.518030 52.311018,1.517808 52.311894,1.517839 52.311922,1.518639 52.312013,1.518636 52.312391,1.518830 52.313162,1.518952 52.313862,1.519589 52.313943,1.519836 52.313476,1.520511 52.313669,1.520971 52.313743,1.521018 52.313550,1.521159 52.313353,1.521261 52.313342,1.521609 52.313199,1.521693 52.313263,1.521788 52.313270,1.521931 52.313149,1.522074 52.313098,1.522134 52.313103,1.522191 52.313152,1.522331 52.313134,1.522304 52.312774,1.522105 52.312737,1.521673 52.312540,1.521139 52.312181,1.520868 52.311623,1.520954 52.311617,1.520941 52.310736,1.520886 52.310179,1.521668 52.310189,1.521594 52.310075,1.521621 52.309692,1.521821 52.309660,1.521576 52.308774,1.520050 52.308895,1.519985 52.308829,1.519791 52.308783,1.519277 52.308736,1.519135 52.308118,1.518859 52.307244,1.518431 52.306434,1.518120 52.306494,1.518130 52.306542,1.518028 52.306645,1.517990 52.306738,1.518002 52.306861,1.518141 52.306925,1.516902 52.307308,1.516590 52.307335,1.516336 52.308149,1.516617 52.308173,1.516604 52.308214,1.515909 52.309191,1.515532 52.309160,1.515017 52.309031,1.514375 52.308947,1.513882 52.308931,1.513534 52.308955,1.513520 52.309095,1.514099 52.309072,1.514107 52.309128,1.514180 52.309127,1.514233 52.309344,1.514376 52.309424,1.514976 52.309447,1.515491 52.309517,1.515608 52.309355,1.516175 52.309485,1.517251 52.309514,1.517245 52.310205,1.517641 52.310222,1.517628 52.310970,1.517963 52.311010)))",,Bramfield,,,,31,,
,,,2021-06-10,conservation-area:32,"MULTIPOLYGON (((1.652240 52.313188,1.651315 52.313070,1.651070 52.313534,1.650780 52.313483,1.650810 52.313391,1.650526 52.313368,1.650539 52.313325,1.650160 52.313295,1.650108 52.313697,1.650034 52.313962,1.650166 52.313957,1.650181 52.314257,1.651106 52.314223,1.651197 52.314788,1.652336 52.314682,1.652305 52.314564,1.652885 52.314500,1.652822 52.314213,1.653602 52.314043,1.653699 52.314156,1.654069 52.314122,1.654536 52.314218,1.654609 52.314626,1.656036 52.314892,1.656086 52.313988,1.656986 52.314046,1.656958 52.313957,1.657865 52.314061,1.658157 52.314161,1.658404 52.314098,1.658764 52.314086,1.658773 52.314117,1.658965 52.314116,1.659087 52.314408,1.659061 52.314459,1.659113 52.314455,1.659077 52.314500,1.659127 52.314519,1.659211 52.314718,1.659171 52.314968,1.660142 52.315319,1.661024 52.315579,1.661294 52.315567,1.661292 52.315497,1.661330 52.315459,1.662027 52.315256,1.663119 52.314822,1.664029 52.315815,1.664224 52.315711,1.664177 52.315652,1.664515 52.315564,1.664881 52.315409,1.665100 52.315397,1.665328 52.315481,1.665650 52.315410,1.665630 52.315346,1.665817 52.315246,1.665859 52.315171,1.666948 52.314337,1.666897 52.314129,1.666789 52.313959,1.666643 52.313755,1.666471 52.313595,1.665840 52.313290,1.665563 52.313248,1.665523 52.313188,1.665686 52.313040,1.665366 52.312967,1.664329 52.313031,1.664141 52.312974,1.664040 52.312848,1.662709 52.313099,1.662372 52.312065,1.661125 52.311733,1.660119 52.311367,1.659973 52.311453,1.659620 52.312183,1.659503 52.312589,1.659465 52.312635,1.659103 52.312635,1.658997 52.313100,1.656516 52.312969,1.654470 52.312802,1.654417 52.312972,1.653909 52.312917,1.653821 52.313175,1.653800 52.313343,1.652240 52.313188)))",,Walberswick,,,,32,,
,,,2021-06-10,conservation-area:33,"MULTIPOLYGON (((1.376303 52.052509,1.376612 52.052569,1.376951 52.052915,1.377722 52.053585,1.377988 52.053594,1.378856 52.053488,1.379865 52.053249,1.380681 52.053224,1.381827 52.053112,1.382748 52.053201,1.382757 52.053235,1.383238 52.053287,1.383255 52.053082,1.382941 52.053061,1.382832 52.052996,1.382823 52.052941,1.382876 52.052906,1.382852 52.052787,1.383924 52.052845,1.383934 52.052656,1.383894 52.052258,1.384664 52.052218,1.384331 52.051416,1.384161 52.051444,1.384098 52.051270,1.382935 52.051422,1.382934 52.050542,1.381664 52.050486,1.381546 52.050675,1.381194 52.050579,1.380895 52.050862,1.379807 52.050399,1.379513 52.050445,1.379321 52.050343,1.378991 52.050240,1.378879 52.050222,1.378643 52.050250,1.378631 52.050210,1.378082 52.050176,1.377313 52.049580,1.376986 52.049725,1.376647 52.049522,1.376481 52.049635,1.376548 52.049772,1.376541 52.049946,1.376286 52.050277,1.375836 52.050052,1.375733 52.050117,1.375568 52.050155,1.375420 52.050269,1.375838 52.050356,1.375971 52.050417,1.376077 52.050511,1.376034 52.050942,1.376409 52.050952,1.376625 52.051787,1.376604 52.052236,1.375770 52.052199,1.375648 52.052469,1.376303 52.052509)))",,Shottisham,,,,33,,
,,,2021-06-10,conservation-area:34,"MULTIPOLYGON (((1.423785 52.205314,1.424077 52.205943,1.423978 52.206111,1.423939 52.206112,1.423965 52.206240,1.424678 52.206200,1.424759 52.206537,1.425950 52.206468,1.426032 52.206460,1.426015 52.206276,1.425933 52.206200,1.426006 52.205686,1.426864 52.205115,1.425593 52.204412,1.424898 52.204256,1.424137 52.203512,1.424201 52.203474,1.424171 52.203397,1.424058 52.203365,1.423953 52.203396,1.423891 52.203288,1.423852 52.203285,1.423097 52.202668,1.421906 52.203122,1.421905 52.203194,1.422589 52.203702,1.422433 52.203912,1.422682 52.204141,1.423175 52.204067,1.423543 52.204502,1.423878 52.204458,1.424119 52.205200,1.423772 52.205288,1.423785 52.205314)))",,Great Glemham,,,,34,,
,,,2021-06-10,conservation-area:35,"MULTIPOLYGON (((1.576988 52.208255,1.576931 52.208248,1.576997 52.208066,1.577342 52.208137,1.577510 52.207824,1.577255 52.207783,1.577281 52.207724,1.576868 52.207664,1.576976 52.207452,1.576697 52.207404,1.576669 52.207452,1.575985 52.207326,1.575970 52.207359,1.575711 52.207277,1.575698 52.207306,1.574694 52.207145,1.574664 52.207253,1.574090 52.207146,1.573455 52.207091,1.573370 52.207577,1.573262 52.207570,1.573230 52.207719,1.572926 52.207691,1.572959 52.208292,1.572906 52.208397,1.572907 52.208477,1.573278 52.208443,1.573319 52.208692,1.573398 52.208737,1.573728 52.208716,1.573828 52.209269,1.574622 52.209227,1.574577 52.208656,1.574954 52.208668,1.575010 52.208597,1.575436 52.208620,1.575339 52.208840,1.575706 52.208889,1.575730 52.208828,1.575975 52.208859,1.576073 52.208621,1.576773 52.208729,1.576820 52.208712,1.576988 52.208255)))",,Leiston,,,,35,,
